Trial 1,Trial 2,Trial 3,Trial 4,Trial 5
58.46425419,53.239188,57.70520741,56.46954987,60.97087379
57.98764342,52.90379523,58.19947043,56.91085613,60.97087379
58.5348632,53.4157105,58.19947043,51.59752868,60.97087379
53.309797,53.380406,59.69991174,56.36363636,61.11209179
53.29214475,53.73345102,57.84642542,55.97528685,60.47661077
53.06266549,56.87555163,61.34157105,55.9576346,60.88261253
53.29214475,57.03442189,59.87643425,56.68137688,60.97087379
53.43336275,56.98146514,58.95851721,56.18711386,60.31774051
53.39805825,56.84024713,59.38217123,56.66372462,60.67078553
53.239188,56.84024713,58.81729921,56.55781112,61.44748455
53.43336275,57.70520741,58.94086496,56.50485437,61.09443954
53.451015,57.70520741,61.02383054,56.92850838,61.44748455
53.39805825,57.70520741,59.62930274,56.50485437,61.50044131
53.50397176,57.70520741,59.47043248,56.46954987,61.2533098
53.52162401,57.72285966,59.02912621,55.55163283,61.4298323
53.80406002,57.68755516,59.02912621,56.55781112,61.37687555
53.80406002,57.68755516,59.09973522,56.48720212,61.64165931
54.08649603,57.74051192,59.17034422,57.77581642,61.4651368
54.01588703,55.71050309,57.33451015,57.79346867,61.58870256
54.22771403,56.75198588,59.48808473,57.84642542,61.64165931
54.17475728,58.27007944,59.75286849,56.55781112,62.43601059
54.22771403,57.66990291,59.75286849,56.45189762,59.02912621
54.21006178,57.36981465,59.69991174,57.86407767,61.76522507
54.21006178,57.01676964,59.50573698,57.74051192,61.4298323
54.08649603,57.72285966,59.61165049,58.16416593,61.76522507
54.21006178,54.61606355,59.25860547,57.86407767,61.44748455
54.17475728,56.71668138,60.72374228,57.40511915,61.76522507
54.26301853,57.75816417,60.21182701,57.72285966,61.76522507
54.17475728,57.3168579,59.87643425,57.03442189,60.81200353
54.15710503,57.29920565,59.87643425,57.86407767,61.90644307
54.05119153,56.52250662,59.87643425,58.58781995,61.41218005
53.36275375,52.14474846,60.21182701,58.58781995,62.47131509
54.12180053,57.29920565,56.76963813,57.66990291,62.04766108
54.08649603,57.33451015,60.42365402,54.22771403,62.20653133
53.82171227,57.19329214,61.12974404,58.35834069,61.80052957
53.82171227,57.33451015,61.95939982,58.35834069,61.83583407
54.15710503,57.3168579,61.11209179,58.35834069,62.45366284
54.17475728,57.33451015,61.44748455,58.35834069,62.04766108
54.08649603,58.88790821,61.57105031,58.35834069,62.22418358
54.06884378,58.55251545,61.94174757,58.6054722,62.03000883
53.76875552,58.7113857,60.45895852,58.49955869,61.97705207
57.12268314,58.7819947,60.65313327,58.49955869,62.40070609
57.17563989,53.78640777,61.69461606,58.00529568,62.40070609
57.10503089,59.15269197,61.14739629,58.58781995,62.36540159
57.17563989,59.11738747,59.61165049,58.85260371,62.36540159
57.17563989,59.82347749,59.82347749,58.5701677,62.50661959
57.2109444,59.85878199,61.02383054,58.6407767,62.36540159
57.10503089,59.82347749,61.12974404,44.66019417,62.7890556
57.08737864,56.87555163,60.79435128,59.29390997,62.7890556
57.12268314,59.94704325,61.05913504,59.39982348,61.94174757
57.19329214,59.78817299,56.99911739,59.11738747,62.55957635
57.22859665,59.75286849,61.14739629,59.20564872,62.84201236
57.17563989,59.24095322,61.14739629,59.48808473,62.82436011
57.3168579,59.75286849,61.78287732,58.99382171,62.84201236
56.75198588,59.9646955,61.12974404,57.95233892,62.84201236
57.26390115,59.69991174,53.380406,59.45278023,63.14210062
57.2815534,59.75286849,53.43336275,58.51721094,62.85966461
57.2815534,60.12356575,53.64518976,59.39982348,62.7184466
56.62842012,59.55869373,54.79258605,61.3239188,63.54810238
57.3874669,59.66460724,54.5631068,58.97616946,63.33627538
56.85789938,59.68225949,54.65136805,59.32921447,63.45984113
57.33451015,59.61165049,54.75728155,59.41747573,63.17740512
57.3521624,59.66460724,54.79258605,59.64695499,63.54810238
57.36981465,59.68225949,54.96910856,59.20564872,62.93027361
57.3521624,59.71756399,54.68667255,59.20564872,61.4651368
57.3874669,59.91173875,54.7396293,59.41747573,63.54810238
57.3521624,60.28243601,54.81023831,59.31156222,63.33627538
57.36981465,59.78817299,55.12797882,58.90556046,63.38923213
57.2462489,59.62930274,55.32215357,59.31156222,63.33627538
57.95233892,59.62930274,54.7396293,59.27625772,63.33627538
57.74051192,59.69991174,55.39276258,59.09973522,63.21270962
56.18711386,59.69991174,61.74757282,59.31156222,63.26566637
58.00529568,58.11120918,61.90644307,61.57105031,63.23036187
58.44660194,57.74051192,61.2533098,59.22330097,63.14210062
58.49955869,58.11120918,61.72992056,59.22330097,62.63018535
58.48190644,58.34068844,61.58870256,59.68225949,63.14210062
58.5348632,58.34068844,61.87113857,59.24095322,63.23036187
57.61694616,58.23477493,61.67696381,59.25860547,63.23036187
58.12886143,58.27007944,61.85348632,58.41129744,63.26566637
59.11738747,58.39364519,62.36540159,59.25860547,63.42453663
59.29390997,57.54633716,62.6478376,59.25860547,63.37157988
58.88790821,58.11120918,62.29479259,59.27625772,63.35392763
59.11738747,58.11120918,62.24183583,58.79964695,63.44218888
58.97616946,58.11120918,62.29479259,58.99382171,63.49514563
60.68843778,58.07590468,62.13592233,59.31156222,63.49514563
61.71226831,58.09355693,62.24183583,59.57634598,63.49514563
60.21182701,57.98764342,62.29479259,59.66460724,63.68932039
60.84730803,59.91173875,62.25948808,58.85260371,63.88349515
60.97087379,58.11120918,62.22418358,59.66460724,63.9364519
60.98852604,56.25772286,64.32480141,60.82965578,63.81288614
61.4298323,58.11120918,64.32480141,59.98234775,65.63106796
60.97087379,58.11120918,64.32480141,59.61165049,65.77228597
61.4298323,57.77581642,61.3239188,59.62930274,65.2956752
61.11209179,57.98764342,61.18270079,59.84112974,66.40776699
60.91791703,61.00617829,61.44748455,59.94704325,66.40776699
61.4298323,58.83495146,61.57105031,59.54104148,66.12533098
61.44748455,61.37687555,61.58870256,60.01765225,66.49602824
61.4298323,59.929391,61.58870256,60.17652251,66.40776699
61.34157105,61.80052957,61.71226831,59.84112974,66.30185349
61.12974404,62.06531333,61.74757282,60,66.40776699
61.65931156,61.55339806,61.05913504,59.78817299,66.51368049
61.4298323,62.06531333,62.17122683,60.93556929,66.760812
61.41218005,61.78287732,61.55339806,60.88261253,66.40776699
60.79435128,55.21624007,61.72992056,61.41218005,66.39011474
56.91085613,62.01235658,61.55339806,60.63548102,66.49602824
61.30626655,62.18887908,62.22418358,61.51809356,66.40776699
61.55339806,60.90026478,62.43601059,61.94174757,66.40776699
61.50044131,60.93556929,62.22418358,61.88879082,66.49602824
57.54633716,61.20035305,63.17740512,62.01235658,62.10061783
61.3592233,60.93556929,62.27714034,62.18887908,62.04766108
61.83583407,61.11209179,62.17122683,61.97705207,61.20035305
62.20653133,60.93556929,62.20653133,62.04766108,62.6831421
62.15357458,61.04148279,62.70079435,62.20653133,62.48896734
62.33009709,60.93556929,63.19505737,62.36540159,62.6831421
62.33009709,62.06531333,63.17740512,62.36540159,62.6831421
62.96557811,62.11827008,63.53045013,64.0070609,62.6831421
62.41835834,61.78287732,63.84819064,62.10061783,63.03618711
63.05383936,61.72992056,63.75992939,62.03000883,62.82436011
63.05383936,61.72992056,63.75992939,62.10061783,63.01853486
62.85966461,61.78287732,63.75992939,63.9364519,63.01853486
62.85966461,62.11827008,63.68932039,63.37157988,63.12444837
62.41835834,59.59399823,64.16593116,64.92497793,63.17740512
61.97705207,61.87113857,63.75992939,65.13680494,63.19505737
62.91262136,61.76522507,63.60105914,65.06619594,63.21270962
62.7537511,61.90644307,63.74227714,65.24271845,62.89496911
62.96557811,61.87113857,63.70697264,65.13680494,63.33627538
63.07149162,61.83583407,63.77758164,65.24271845,63.38923213
62.94792586,61.78287732,63.9364519,65.27802295,64.23654016
63.10679612,60.81200353,63.9717564,65.04854369,62.85966461
63.05383936,62.10061783,64.32480141,65.08384819,65.13680494
60.86496028,60.61782877,63.28331862,65.2250662,65.2956752
62.98323036,61.87113857,63.19505737,65.3309797,65.13680494
63.00088261,61.85348632,62.91262136,65.2250662,65.2603707
63.05383936,61.65931156,63.37157988,65.15445719,64.90732568
62.96557811,61.87113857,63.24801412,65.24271845,65.13680494
62.63018535,61.87113857,63.45984113,65.10150044,65.86054722
63.00088261,61.87113857,63.45984113,65.01323919,65.11915269
62.98323036,61.87113857,63.45984113,64.96028244,65.11915269
63.12444837,61.95939982,63.30097087,64.96028244,65.13680494
62.84201236,61.81818182,63.40688438,65.06619594,65.11915269
63.12444837,61.95939982,63.45984113,64.92497793,64.94263019
63.58340688,61.95939982,63.10679612,65.06619594,65.10150044
63.79523389,62.01235658,64.09532215,64.97793469,64.85436893
63.63636364,61.95939982,63.56575463,65.03089144,65.08384819
63.79523389,61.99470432,64.28949691,64.85436893,65.10150044
64.06001765,61.00617829,64.09532215,65.11915269,64.66019417
65.13680494,62.20653133,64.13062665,65.01323919,65.03089144
64.85436893,62.27714034,63.91879965,65.01323919,65.15445719
65.20741395,62.31244484,64.21888791,65.11915269,65.06619594
65.13680494,62.27714034,64.0776699,64.80141218,65.4015887
64.92497793,62.27714034,63.98940865,62.50661959,65.66637246
64.58958517,62.25948808,64.0776699,64.81906443,65.64872021
63.44218888,62.24183583,64.0776699,64.83671668,65.70167696
64.60723742,62.38305384,65.38393645,64.09532215,65.64872021
64.55428067,61.87113857,63.70697264,64.71315093,65.2603707
64.62488967,62.31244484,63.70697264,64.71315093,65.64872021
64.62488967,61.94174757,63.70697264,64.43071492,65.66637246
65.31332745,61.94174757,63.77758164,64.69549868,65.66637246
65.31332745,61.87113857,63.77758164,64.43071492,65.66637246
65.3309797,61.85348632,64.1129744,64.73080318,65.57811121
65.31332745,61.85348632,64.1129744,64.73080318,65.89585172
65.59576346,62.15357458,63.95410415,64.88967343,65.61341571
64.85436893,61.83583407,64.1129744,64.83671668,65.66637246
65.34863195,61.92409532,63.67166814,64.85436893,65.66637246
65.31332745,61.92409532,64.1129744,64.74845543,65.63106796
65.34863195,61.74757282,64.1129744,65.17210944,65.64872021
65.34863195,61.57105031,63.75992939,65.08384819,65.66637246
65.3662842,61.53574581,66.12533098,65.38393645,65.50750221
65.2956752,61.65931156,66.12533098,65.38393645,64.74845543
65.41924095,61.87113857,64.09532215,65.38393645,65.68402471
65.47219771,61.71226831,64.1129744,65.34863195,65.73698147
65.47219771,61.12974404,64.21888791,65.48984996,65.73698147
65.47219771,61.65931156,65.2250662,65.2603707,65.61341571
65.47219771,61.65931156,64.30714916,64.43071492,65.70167696
65.47219771,60.1059135,64.23654016,65.63106796,65.73698147
65.54280671,61.72992056,64.46601942,65.56045896,65.75463372
65.57811121,61.67696381,64.37775816,65.68402471,65.47219771
65.50750221,61.76522507,64.46601942,65.86054722,65.59576346
65.48984996,61.76522507,64.60723742,65.86054722,65.52515446
65.56045896,61.76522507,64.64254192,63.61871139,65.13680494
65.3662842,61.74757282,64.60723742,65.86054722,65.54280671
65.48984996,61.76522507,64.74845543,65.45454545,65.38393645
65.50750221,61.72992056,63.84819064,65.64872021,65.4015887
65.70167696,61.95939982,64.58958517,65.64872021,65.04854369
65.38393645,60.81200353,64.69549868,66.00176523,65.50750221
65.59576346,61.72992056,62.52427184,66.01941748,65.54280671
65.73698147,61.64165931,64.58958517,65.94880847,65.54280671
65.68402471,61.94174757,64.66019417,64.78375993,65.50750221
65.66637246,62.31244484,64.71315093,65.71932921,65.54280671
65.64872021,62.31244484,64.69549868,65.63106796,65.2603707
65.71932921,62.33009709,64.66019417,65.71932921,65.34863195
65.71932921,62.31244484,64.69549868,63.40688438,65.56045896
65.73698147,62.31244484,64.66019417,65.82524272,65.38393645
65.68402471,62.33009709,64.44836717,65.77228597,65.48984996
65.68402471,62.25948808,64.44836717,65.77228597,65.34863195
65.70167696,62.20653133,64.16593116,65.87819947,65.34863195
65.73698147,62.38305384,64.44836717,65.77228597,65.34863195
65.68402471,60.84730803,64.43071492,65.41924095,65.50750221
65.61341571,62.34774934,62.91262136,65.86054722,65.41924095
65.68402471,62.27714034,63.74227714,65.89585172,65.47219771
65.73698147,62.38305384,64.28949691,65.70167696,64.23654016
65.73698147,62.55957635,64.41306267,65.50750221,65.50750221
65.68402471,62.5419241,64.66019417,65.61341571,65.56045896
65.63106796,62.27714034,64.66019417,66.01941748,65.56045896
65.64872021,62.82436011,64.67784643,65.91350397,65.57811121
65.61341571,62.5772286,64.66019417,65.96646072,65.56045896
65.64872021,62.5772286,64.90732568,66.03706973,65.56045896
65.70167696,62.63018535,64.80141218,57.4580759,65.38393645
65.66637246,62.63018535,64.87202118,65.59576346,65.57811121
65.68402471,62.41835834,65.34863195,65.82524272,65.20741395
65.64872021,62.6831421,64.78375993,65.80759047,65.75463372
65.64872021,62.06531333,64.83671668,65.82524272,65.45454545
65.70167696,62.6831421,64.81906443,65.61341571,65.52515446
65.64872021,62.52427184,64.90732568,65.75463372,64.80141218
65.64872021,62.6831421,64.78375993,65.84289497,65.57811121
65.66637246,62.6831421,64.71315093,65.94880847,65.08384819
65.63106796,62.47131509,64.48367167,65.94880847,65.54280671
65.57811121,61.72992056,64.69549868,66.05472198,66.26654898
65.66637246,62.47131509,64.90732568,65.98411297,65.38393645
65.64872021,62.50661959,64.27184466,66.00176523,65.54280671
65.66637246,62.47131509,64.90732568,66.00176523,65.54280671
65.66637246,62.47131509,65.11915269,66.00176523,65.57811121
65.64872021,62.45366284,65.20741395,65.84289497,65.89585172
65.63106796,62.48896734,65.3309797,66.548985,66.03706973
65.63106796,62.47131509,65.27802295,66.5842895,66.01941748
65.63106796,61.34157105,65.66637246,66.548985,65.78993822
65.63106796,62.48896734,65.64872021,66.60194175,65.82524272
65.68402471,62.48896734,65.77228597,66.60194175,65.45454545
65.68402471,62.41835834,65.57811121,66.49602824,65.82524272
65.68402471,62.34774934,66.14298323,66.60194175,65.80759047
65.70167696,62.41835834,67.44924978,66.35481024,64.32480141
65.68402471,62.15357458,66.14298323,66.53133274,65.80759047
65.66637246,61.3239188,66.17828773,66.56663725,65.80759047
65.41924095,62.59488085,66.24889673,66.09002648,65.41924095
65.71932921,62.45366284,66.28420124,66.12533098,65.80759047
65.68402471,58.46425419,66.24889673,66.12533098,65.80759047
65.68402471,58.14651368,65.3662842,66.12533098,65.80759047
65.64872021,58.46425419,66.24889673,66.07237423,66.21359223
65.84289497,58.46425419,66.35481024,66.07237423,66.21359223
65.78993822,58.42894969,66.23124448,66.07237423,65.57811121
65.71932921,58.18181818,66.07237423,66.05472198,66.16063548
65.78993822,58.34068844,66.6548985,65.84289497,66.05472198
65.78993822,58.28773169,66.67255075,65.57811121,66.21359223
65.86054722,58.55251545,66.690203,66.07237423,66.37246249
65.86054722,58.39364519,66.6548985,64.78375993,66.5842895
65.59576346,58.32303619,66.690203,66.07237423,66.21359223
65.71932921,58.34068844,66.6548985,66.07237423,66.21359223
65.84289497,62.59488085,66.690203,66.10767873,66.30185349
66.44307149,58.32303619,66.690203,66.10767873,66.10767873
66.56663725,58.34068844,66.690203,66.10767873,66.21359223
66.548985,58.39364519,66.67255075,66.09002648,66.53133274
66.5842895,57.84642542,66.690203,65.93115622,66.14298323
66.690203,59.17034422,66.690203,66.10767873,66.17828773
66.70785525,58.05825243,66.77846425,66.23124448,66.24889673
66.6548985,58.49955869,66.84907326,66.28420124,66.31950574
66.60194175,56.43424537,66.619594,66.28420124,66.42541924
66.60194175,56.91085613,66.690203,66.30185349,66.16063548
66.63724625,56.89320388,66.619594,66.28420124,66.30185349
66.63724625,57.95233892,66.690203,66.37246249,66.77846425
66.60194175,57.95233892,66.690203,66.19593998,66.74315975
67.11385702,57.88172992,66.690203,66.51368049,66.40776699
66.6548985,57.95233892,67.46690203,66.46072374,66.74315975
66.12533098,57.93468667,67.46690203,66.39011474,66.690203
66.6548985,58.32303619,67.62577229,66.28420124,66.760812
66.619594,57.95233892,67.62577229,66.19593998,66.84907326
66.760812,57.91703442,67.62577229,66.28420124,66.74315975
66.619594,57.91703442,67.60812004,66.28420124,66.7255075
66.619594,60.58252427,67.60812004,66.30185349,66.7255075
66.619594,60.58252427,67.57281553,66.31950574,66.74315975
66.53133274,58.72903795,67.60812004,66.28420124,66.74315975
66.619594,60.45895852,67.60812004,64.67784643,66.74315975
66.5842895,59.78817299,67.60812004,66.17828773,66.74315975
66.53133274,60.58252427,67.60812004,66.26654898,66.74315975
66.619594,60.58252427,67.60812004,66.28420124,66.548985
66.83142101,60.51191527,67.60812004,66.30185349,66.74315975
65.66637246,60.63548102,67.60812004,66.30185349,66.74315975
64.39541041,60.63548102,67.62577229,66.24889673,66.74315975
65.48984996,63.45984113,67.62577229,66.30185349,66.70785525
65.66637246,60.52956752,67.62577229,66.24889673,66.7255075
65.63106796,60.60017652,67.59046778,66.31950574,66.7255075
65.63106796,60.31774051,67.59046778,66.30185349,66.46072374
65.64872021,60.31774051,67.59046778,66.31950574,67.37864078
65.80759047,58.94086496,67.59046778,66.10767873,67.30803177
65.64872021,60.37069726,67.57281553,66.53133274,67.46690203
65.91350397,65.75463372,67.59046778,66.24889673,67.37864078
65.64872021,65.82524272,67.59046778,66.24889673,67.37864078
65.68402471,65.61341571,67.59046778,66.40776699,67.23742277
65.64872021,65.80759047,67.59046778,66.40776699,67.32568402
65.66637246,66.05472198,67.59046778,66.40776699,67.41394528
65.61341571,65.94880847,67.59046778,66.39011474,67.30803177
61.18270079,66.760812,67.60812004,66.51368049,67.37864078
65.64872021,66.6548985,67.60812004,66.40776699,67.37864078
65.15445719,66.760812,67.59046778,66.49602824,67.44924978
