RHC,150,128.0
SA,150,148.0
GA,150,128.0
RHC,150,122.0
SA,150,148.0
GA,150,130.0
RHC,150,116.0
SA,150,147.0
GA,150,119.0
RHC,150,121.0
SA,150,148.0
GA,150,126.0
RHC,150,125.0
SA,150,149.0
GA,150,127.0
RHC,150,117.0
SA,150,148.0
GA,150,126.0
RHC,150,128.0
SA,150,148.0
GA,150,125.0
RHC,150,126.0
SA,150,148.0
GA,150,125.0
RHC,150,118.0
SA,150,148.0
GA,150,123.0
RHC,150,127.0
SA,150,148.0
GA,150,129.0
RHC,160,128.0
SA,160,158.0
GA,160,134.0
RHC,160,136.0
SA,160,158.0
GA,160,132.0
RHC,160,120.0
SA,160,159.0
GA,160,139.0
RHC,160,120.0
SA,160,158.0
GA,160,136.0
RHC,160,133.0
SA,160,158.0
GA,160,133.0
RHC,160,130.0
SA,160,159.0
GA,160,128.0
RHC,160,126.0
SA,160,157.0
GA,160,131.0
RHC,160,132.0
SA,160,159.0
GA,160,127.0
RHC,160,128.0
SA,160,158.0
GA,160,137.0
RHC,160,124.0
SA,160,159.0
GA,160,132.0
RHC,170,133.0
SA,170,168.0
GA,170,132.0
RHC,170,141.0
SA,170,168.0
GA,170,138.0
RHC,170,136.0
SA,170,167.0
GA,170,139.0
RHC,170,142.0
SA,170,169.0
GA,170,139.0
RHC,170,138.0
SA,170,168.0
GA,170,144.0
RHC,170,147.0
SA,170,167.0
GA,170,140.0
RHC,170,133.0
SA,170,169.0
GA,170,140.0
RHC,170,138.0
SA,170,168.0
GA,170,144.0
RHC,170,137.0
SA,170,168.0
GA,170,141.0
RHC,170,138.0
SA,170,168.0
GA,170,137.0
RHC,180,148.0
SA,180,179.0
GA,180,145.0
RHC,180,153.0
SA,180,178.0
GA,180,146.0
RHC,180,145.0
SA,180,179.0
GA,180,146.0
RHC,180,146.0
SA,180,179.0
GA,180,152.0
RHC,180,143.0
SA,180,178.0
GA,180,144.0
RHC,180,143.0
SA,180,176.0
GA,180,147.0
RHC,180,152.0
SA,180,178.0
GA,180,143.0
RHC,180,148.0
SA,180,178.0
GA,180,148.0
RHC,180,143.0
SA,180,178.0
GA,180,144.0
RHC,180,141.0
SA,180,178.0
GA,180,145.0
RHC,190,146.0
SA,190,189.0
GA,190,157.0
RHC,190,150.0
SA,190,187.0
GA,190,151.0
RHC,190,161.0
SA,190,187.0
GA,190,151.0
RHC,190,160.0
SA,190,187.0
GA,190,150.0
RHC,190,156.0
SA,190,187.0
GA,190,153.0
RHC,190,159.0
SA,190,189.0
GA,190,149.0
RHC,190,159.0
SA,190,189.0
GA,190,151.0
RHC,190,158.0
SA,190,188.0
GA,190,155.0
RHC,190,158.0
SA,190,188.0
GA,190,151.0
RHC,190,154.0
SA,190,187.0
GA,190,157.0
RHC,200,172.0
SA,200,197.0
GA,200,150.0
RHC,200,167.0
SA,200,196.0
GA,200,162.0
RHC,200,157.0
SA,200,197.0
GA,200,165.0
RHC,200,164.0
SA,200,198.0
GA,200,166.0
RHC,200,161.0
SA,200,196.0
GA,200,161.0
RHC,200,157.0
SA,200,198.0
GA,200,153.0
RHC,200,163.0
SA,200,196.0
GA,200,162.0
RHC,200,165.0
SA,200,198.0
GA,200,157.0
RHC,200,157.0
SA,200,198.0
GA,200,159.0
RHC,200,163.0
SA,200,197.0
GA,200,153.0
